"path","artifact_class","physical_owner","proposed_module","audit_state"
"internal/entry/directory_sync_unix.go","production-go","internal/entry","entry-durable-primitive","package-contract-pass"
"internal/entry/directory_sync_windows.go","production-go","internal/entry","entry-durable-primitive","package-contract-pass"
"internal/entry/doc.go","production-go","internal/entry","entry-package-contract","package-contract-pass"
"internal/entry/entry_test.go","go-test","internal/entry","","unreviewed"
"internal/entry/guarded_connection.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/import.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/import_recipient_test.go","go-test","internal/entry","","unreviewed"
"internal/entry/invite.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/issue.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/open.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/persistence.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/recipient.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/recipient_test.go","go-test","internal/entry","","unreviewed"
"internal/entry/result_json.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/revalidate.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/root.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/root_lease_unix.go","production-go","internal/entry","entry-durable-primitive","package-contract-pass"
"internal/entry/root_lease_windows.go","production-go","internal/entry","entry-durable-primitive","package-contract-pass"
"internal/entry/root_permissions_unix.go","production-go","internal/entry","entry-durable-primitive","package-contract-pass"
"internal/entry/root_permissions_windows.go","production-go","internal/entry","entry-durable-primitive","package-contract-pass"
"internal/entry/state.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/validation.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/verification.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/entry/verification_test.go","go-test","internal/entry","","unreviewed"
"internal/entry/watermark.go","production-go","internal/entry","entry-invite-contact","package-contract-pass"
"internal/naming/alpha/catalog.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/alpha/catalog_test.go","go-test","internal/naming/alpha","","unreviewed"
"internal/naming/alpha/doc.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/alpha/persistent_floor.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/alpha/persistent_floor_permissions_unix.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/alpha/persistent_floor_permissions_unix_test.go","go-test","internal/naming/alpha","","unreviewed"
"internal/naming/alpha/persistent_floor_permissions_windows.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/alpha/persistent_floor_unix.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/alpha/persistent_floor_windows.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/alpha/private/client.go","production-go","internal/naming/alpha/private","historical-alpha-private-resolution","package-contract-pass"
"internal/naming/alpha/private/contract.go","production-go","internal/naming/alpha/private","historical-alpha-private-resolution","package-contract-pass"
"internal/naming/alpha/private/doc.go","production-go","internal/naming/alpha/private","historical-alpha-private-resolution","package-contract-pass"
"internal/naming/alpha/private/gateway.go","production-go","internal/naming/alpha/private","historical-alpha-private-resolution","package-contract-pass"
"internal/naming/alpha/private/message.go","production-go","internal/naming/alpha/private","historical-alpha-private-resolution","package-contract-pass"
"internal/naming/alpha/private/private_test.go","go-test","internal/naming/alpha/private","","unreviewed"
"internal/naming/alpha/private/profile.go","production-go","internal/naming/alpha/private","historical-alpha-private-resolution","package-contract-pass"
"internal/naming/alpha/private/redirect_test.go","go-test","internal/naming/alpha/private","","unreviewed"
"internal/naming/alpha/private/relay.go","production-go","internal/naming/alpha/private","historical-alpha-private-resolution","package-contract-pass"
"internal/naming/alpha/service_link.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/alpha/service_link_test.go","go-test","internal/naming/alpha","","unreviewed"
"internal/naming/alpha/session_floor.go","production-go","internal/naming/alpha","alpha-corpus-compatibility","package-contract-pass"
"internal/naming/doc.go","production-go","internal/naming","canonical-name-codec","package-contract-pass"
"internal/naming/name.go","production-go","internal/naming","canonical-name-codec","package-contract-pass"
"internal/naming/name_test.go","go-test","internal/naming","","unreviewed"
"internal/naming/namespace/admission/admission.go","production-go","internal/naming/namespace/admission","namespace-admission-uncomposed","package-contract-pass"
"internal/naming/namespace/admission/admission_contract.go","production-go","internal/naming/namespace/admission","namespace-admission-uncomposed","package-contract-pass"
"internal/naming/namespace/admission/admission_proof.go","production-go","internal/naming/namespace/admission","namespace-admission-uncomposed","package-contract-pass"
"internal/naming/namespace/admission/admission_surface_test.go","go-test","internal/naming/namespace/admission","","unreviewed"
"internal/naming/namespace/admission/doc.go","production-go","internal/naming/namespace/admission","namespace-admission-uncomposed","package-contract-pass"
"internal/naming/namespace/admission_benchmark_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/admission_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/authority/authority_control.go","production-go","internal/naming/namespace/authority","namespace-authority-uncomposed","package-contract-pass"
"internal/naming/namespace/authority/authority_control_test.go","go-test","internal/naming/namespace/authority","","unreviewed"
"internal/naming/namespace/authority/authority_intent.go","production-go","internal/naming/namespace/authority","namespace-authority-uncomposed","package-contract-pass"
"internal/naming/namespace/authority/authority_operation.go","production-go","internal/naming/namespace/authority","namespace-authority-uncomposed","package-contract-pass"
"internal/naming/namespace/authority/authority_preparation.go","production-go","internal/naming/namespace/authority","namespace-authority-uncomposed","package-contract-pass"
"internal/naming/namespace/authority/authority_preparation_test.go","go-test","internal/naming/namespace/authority","","unreviewed"
"internal/naming/namespace/authority/authority_transition.go","production-go","internal/naming/namespace/authority","namespace-authority-uncomposed","package-contract-pass"
"internal/naming/namespace/authority/authority_validation.go","production-go","internal/naming/namespace/authority","namespace-authority-uncomposed","package-contract-pass"
"internal/naming/namespace/authority/claim_fixture_test.go","go-test","internal/naming/namespace/authority","","unreviewed"
"internal/naming/namespace/authority/doc.go","production-go","internal/naming/namespace/authority","namespace-authority-uncomposed","package-contract-pass"
"internal/naming/namespace/authority/epoch_installation_claim_pending_test.go","go-test","internal/naming/namespace/authority","","unreviewed"
"internal/naming/namespace/authority/fixture_contract_test.go","go-test","internal/naming/namespace/authority","","unreviewed"
"internal/naming/namespace/authority/pending_journal_test.go","go-test","internal/naming/namespace/authority","","unreviewed"
"internal/naming/namespace/authority_transition_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/claim/claim_application.go","production-go","internal/naming/namespace/claim","namespace-claim-uncomposed","package-contract-pass"
"internal/naming/namespace/claim/claim_contract.go","production-go","internal/naming/namespace/claim","namespace-claim-uncomposed","package-contract-pass"
"internal/naming/namespace/claim/claim_ingestion.go","production-go","internal/naming/namespace/claim","namespace-claim-uncomposed","package-contract-pass"
"internal/naming/namespace/claim/claim_interface_test.go","go-test","internal/naming/namespace/claim","","unreviewed"
"internal/naming/namespace/claim/claim_proof_wire.go","production-go","internal/naming/namespace/claim","namespace-claim-uncomposed","package-contract-pass"
"internal/naming/namespace/claim/claim_transcript.go","production-go","internal/naming/namespace/claim","namespace-claim-uncomposed","package-contract-pass"
"internal/naming/namespace/claim/claim_verify.go","production-go","internal/naming/namespace/claim","namespace-claim-uncomposed","package-contract-pass"
"internal/naming/namespace/claim/doc.go","production-go","internal/naming/namespace/claim","namespace-claim-uncomposed","package-contract-pass"
"internal/naming/namespace/claim_application_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/claim_ingestion_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/claim_order_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/doc.go","production-go","internal/naming/namespace","namespace-views-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/doc.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/epoch_installation.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/materialization_build.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/materialization_chunks.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/materialization_contract.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/materialization_encoding.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/materialization_proof.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/materialization_statement.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/materialization_store.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/name_authority_reconciliation.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/namespace_commitment.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/namespace_commitment_test.go","go-test","internal/naming/namespace/epoch","","unreviewed"
"internal/naming/namespace/epoch/namespace_generation_commit.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/namespace_persistence.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/namespace_persistence_unix.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/namespace_persistence_windows.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/pending_journal.go","production-go","internal/naming/namespace/epoch","namespace-epoch-uncomposed","package-contract-pass"
"internal/naming/namespace/epoch/record_validity_test.go","go-test","internal/naming/namespace/epoch","","unreviewed"
"internal/naming/namespace/materialization_store_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/materialization_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/record/claim_transition.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/doc.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/lease_lifecycle.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/lease_lifecycle_test.go","go-test","internal/naming/namespace/record","","unreviewed"
"internal/naming/namespace/record/lease_transition.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/record_binding.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/record_envelope_test.go","go-test","internal/naming/namespace/record","","unreviewed"
"internal/naming/namespace/record/record_parent.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/record_parent_test.go","go-test","internal/naming/namespace/record","","unreviewed"
"internal/naming/namespace/record/record_resolution.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/record_signature.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/record_target.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/record_transcript_test.go","go-test","internal/naming/namespace/record","","unreviewed"
"internal/naming/namespace/record/record_validation.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/record_wire.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/record_wire_test.go","go-test","internal/naming/namespace/record","","unreviewed"
"internal/naming/namespace/record/recovery_authorization.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/recovery_lifecycle.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record/transition_conflict.go","production-go","internal/naming/namespace/record","namespace-record-uncomposed","package-contract-pass"
"internal/naming/namespace/record_binding_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/record_signature_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/record_target_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/recovery/doc.go","production-go","internal/naming/namespace/recovery","namespace-recovery-uncomposed","package-contract-pass"
"internal/naming/namespace/recovery/recovery_authorize.go","production-go","internal/naming/namespace/recovery","namespace-recovery-uncomposed","package-contract-pass"
"internal/naming/namespace/recovery/recovery_contract.go","production-go","internal/naming/namespace/recovery","namespace-recovery-uncomposed","package-contract-pass"
"internal/naming/namespace/recovery/recovery_interface_test.go","go-test","internal/naming/namespace/recovery","","unreviewed"
"internal/naming/namespace/recovery/recovery_transcript.go","production-go","internal/naming/namespace/recovery","namespace-recovery-uncomposed","package-contract-pass"
"internal/naming/namespace/recovery_lifecycle_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/recovery_policy_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/namespace/resolution_view.go","production-go","internal/naming/namespace","namespace-views-uncomposed","package-contract-pass"
"internal/naming/namespace/resolution_view_test.go","go-test","internal/naming/namespace","","unreviewed"
"internal/naming/r041_test.go","go-test","internal/naming","","unreviewed"
"internal/naming/resolution/admission_codec.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/contract.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/control_client.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/control_gateway.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/control_message.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/control_selection.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/control_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/deep_name_process_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/doc.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/gateway.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/gateway_profile.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/gateway_state.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/materialization_fixture_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/message.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/message_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/process_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/records_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/redirect_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/relay.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/relay_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/resolution_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/resolver.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/role_evidence.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/resolution/role_evidence_test.go","go-test","internal/naming/resolution","","unreviewed"
"internal/naming/resolution/selection.go","production-go","internal/naming/resolution","private-name-resolution-uncomposed","package-contract-pass"
"internal/naming/wire.go","production-go","internal/naming","canonical-name-codec","package-contract-pass"
"internal/naming/wire_test.go","go-test","internal/naming","","unreviewed"
"internal/network/duty/atomic_files.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/conflict_concurrency_test.go","go-test","internal/network/duty","","unreviewed"
"internal/network/duty/conflict_read.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/conflict_read_test.go","go-test","internal/network/duty","","unreviewed"
"internal/network/duty/contract.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/directory_sync_unix.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/directory_sync_windows.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/doc.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/operation_lease.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/operation_lease_test.go","go-test","internal/network/duty","","unreviewed"
"internal/network/duty/persistence.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/root.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/root_lease_unix.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/root_lease_windows.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/root_permissions_unix.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/root_permissions_windows.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/source_collision_chain_test.go","go-test","internal/network/duty","","unreviewed"
"internal/network/duty/store.go","production-go","internal/network/duty","local-role-duty-ledger","package-contract-pass"
"internal/network/duty/store_limits_test.go","go-test","internal/network/duty","","unreviewed"
"internal/network/duty/store_test.go","go-test","internal/network/duty","","unreviewed"
"internal/network/source/credentials.go","production-go","internal/network/source","private-network-state-source","package-contract-pass"
"internal/network/source/credentials_test.go","go-test","internal/network/source","","unreviewed"
"internal/network/source/doc.go","production-go","internal/network/source","private-network-state-source","package-contract-pass"
"internal/network/source/plan.go","production-go","internal/network/source","private-network-state-source","package-contract-pass"
"internal/network/source/protocol.go","production-go","internal/network/source","private-network-state-source","package-contract-pass"
"internal/network/source/protocol_test.go","go-test","internal/network/source","","unreviewed"
"internal/network/source/source_observation_test.go","go-test","internal/network/source","","unreviewed"
"internal/network/source/source_tls_verification_test.go","go-test","internal/network/source","","unreviewed"
"internal/network/source/transport.go","production-go","internal/network/source","private-network-state-source","package-contract-pass"
"internal/network/source/transport_test.go","go-test","internal/network/source","","unreviewed"
"internal/network/state/attempts.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/automatic_refresh_export_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/automatic_refresh_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/bundle.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/candidate.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/clock_observation.go","production-go","internal/network/state","state-runtime-observation","package-contract-pass"
"internal/network/state/closed_adjacent_domains_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/closed_profile.go","production-go","internal/network/state","closed-profile-acceptance","package-contract-pass"
"internal/network/state/closed_profile_accept.go","production-go","internal/network/state","closed-profile-acceptance","behavior-source-traced"
"internal/network/state/closed_profile_liveness_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/closed_profile_prepare.go","production-go","internal/network/state","closed-profile-acceptance","package-contract-pass"
"internal/network/state/closed_profile_spki_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/closed_profile_store.go","production-go","internal/network/state","closed-profile-acceptance","behavior-source-traced"
"internal/network/state/closed_profile_store_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/closed_profile_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/config_validation.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/contract.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/control_decoding.go","production-go","internal/network/state","network-control-format","package-contract-pass"
"internal/network/state/control_encoding.go","production-go","internal/network/state","network-control-format","package-contract-pass"
"internal/network/state/control_state.go","production-go","internal/network/state","network-control-format","behavior-source-traced"
"internal/network/state/decoder.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/decoder_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/destination_resolution_gateway.go","production-go","internal/network/state","state-views","package-contract-pass"
"internal/network/state/destination_resolution_gateway_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/digest.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/distribution_journal.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/distribution_journal_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/doc.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/durable_files.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/durable_root.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/durable_store.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/durable_unix.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/durable_windows.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/epoch.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_assignment.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_assignment_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/epoch_candidate_projection.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_candidate_view.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_chain.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_commitment.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_commitment_proof.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_commitment_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/epoch_envelope.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_materialization.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_materialized_snapshot.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_profile.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_profile_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/epoch_record.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_role_assignment.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_verifier_contract.go","production-go","internal/network/state","network-epoch-verification","package-contract-pass"
"internal/network/state/epoch_verifier_property_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/exposure.go","production-go","internal/network/state","state-views","package-contract-pass"
"internal/network/state/fallback_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/fixture_commitment_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/fixture_encoding_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/fixture_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/golden_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/lifecycle.go","production-go","internal/network/state","network-state-runtime","behavior-source-traced"
"internal/network/state/local_roles.go","production-go","internal/network/state","state-views","package-contract-pass"
"internal/network/state/local_roles_concurrency_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/node_duty_view.go","production-go","internal/network/state","state-views","package-contract-pass"
"internal/network/state/node_duty_view_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/offline_accept.go","production-go","internal/network/state","network-state-runtime","behavior-source-traced"
"internal/network/state/offline_pending_consistency_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/open.go","production-go","internal/network/state","network-state-runtime","behavior-source-traced"
"internal/network/state/outcomes.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/outcomes_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/pending.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/pending_completion_time_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/publisher_attachment_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/recovery.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/refresh.go","production-go","internal/network/state","network-state-runtime","behavior-source-traced"
"internal/network/state/refresh_cycle_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/refresh_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/resolution_view.go","production-go","internal/network/state","state-views","package-contract-pass"
"internal/network/state/resolution_view_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/resources.go","production-go","internal/network/state","state-runtime-observation","package-contract-pass"
"internal/network/state/route_view_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/runtime_state.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/scheduler.go","production-go","internal/network/state","network-state-runtime","behavior-source-traced"
"internal/network/state/scheduler_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/selection.go","production-go","internal/network/state","network-state-runtime","behavior-source-traced"
"internal/network/state/selection_commit.go","production-go","internal/network/state","network-state-durability","behavior-source-traced"
"internal/network/state/server.go","production-go","internal/network/state","network-state-runtime","package-contract-pass"
"internal/network/state/snapshot_access.go","production-go","internal/network/state","state-views","package-contract-pass"
"internal/network/state/state_test.go","go-test","internal/network/state","","unreviewed"
"internal/network/state/storage.go","production-go","internal/network/state","network-state-durability","package-contract-pass"
"internal/network/state/testdata/assignment-transition.json","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/epoch.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/input-0000.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/input-0001.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/input-0002.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/input-0003.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/input-0004.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/input-0005.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/input-0006.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/input-0007.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/testdata/materialization-0000.hex","source-asset","internal/network/state/testdata","","unreviewed"
"internal/network/state/transit_issuance.go","production-go","internal/network/state","state-views","package-contract-pass"
"internal/network/state/validation_test.go","go-test","internal/network/state","","unreviewed"
"internal/node/admission.go","production-go","internal/node","node-duty","first-source-pass"
"internal/node/admission_deadline.go","production-go","internal/node","node-duty","first-source-pass"
"internal/node/admission_deadline_test.go","go-test","internal/node","","unreviewed"
"internal/node/admission_test.go","go-test","internal/node","","unreviewed"
